,Unnamed: 0,filename,au-name,au-birth,au-death,title,au-gender,firsted-yr,printSource-yr,form,spelling,data-capture,token count,vols_count,size,bgrf,author_wikidata,author_MiMoText-ID,title_wikidata,title_MiMoText-ID,lang,publisher,distributor,distribution_date,copyright_status,digitalSource_Title,digitalSource_Ref,digitalSource_Publisher,digitalSource_Date,printSource_title,printSource_author,printSource_pubPlace,printSource_publisher,printSource_date,resp_datacapture,resp_encoding,summary,sentiment,probability,sentiment_label,gender_label
129,129,Montdorge_Nadir,Antoine Gautier de Montdorge,1701,1768,"Nadir, histoire orientale",M,1769,1769,heterodiegetic,historical,semi-automatic transcription,26460,1,short,69.36,Q2853979,Q394,Q123255431,Q1695,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Nadir, histoire orientale, roman moral et politique applicable aux                        moeurs du jour.",https://gallica.bnf.fr/ark:/12148/bpt6k5610544m,Bibliothèque national de France,2009,"Nadir, histoire orientale, roman moral et politique applicable aux                        moeurs du jour",Antoine Gautier de Montdorge,La Haye,C. Lefebure,1769,gallica,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de ""La Perse"", de Ben-Abassy.",neutral,0.8674511313438416,1,1
130,130,Montesquieu_Arsace,Montesquieu,1689,1755,Arsace et Isménie : histoire orientale,M,1755,1949,heterodiegetic,historical,semi-automatic transcription,14230,1,short,83.42,Q15975,Q708,Q19132875,Q1060,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes, t. 1., Arsace et Isménie : histoire orientale",https://www.frantext.fr/,Frantext,unknown,Arsace et Isménie : histoire orientale,Charles-Louis de Secondat baron de La Brède et de Montesquieu,unknown,unknown,1949,frantext,Johanna Konstanciak,"L'histoire vraie d'un roi d'Hyrcanie, la Bactriane, racontée par l'historien
Jean-Pierre Filiu",neutral,0.8253577947616577,1,1
131,131,Moreau_Memoire,Jacob-Nicolas Moreau,1717,1803,Nouveau mémoire pour servir à l'histoire des Cacouacs,M,1757,1757,autodiegetic,modern,semi-automatic transcription,11815,1,short,57.10,Q3157507,Q714,Q15891964,Q1368,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Nouveau mémoire pour servir à l’histoire des Cacouacs,https://fr.wikisource.org/wiki/Nouveau_m%C3%A9moire_pour_servir_%C3%A0_l%E2%80%99histoire_des_Cacouacs,Wikisource,2014,Nouveau mémoire pour servir à l'histoire des Cacouacs,Jacob-Nicolas Moreau,Amsterdam,unknown,1757,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","AVERTISSEMENT. Si cette relation tombait par hasard entre les mains de quelques
Cacouacs, on croit devoir les prévenir ici que l'Auteur n'a pas eu intention
d'en attaquer aucun en particulier.",negative,0.8973472118377686,0,1
132,132,Morelly_Naufrage,Étienne-Gabriel Morelly,1717,1778,Naufrage des Iles Flottantes,M,1753,1753,heterodiegetic,historical,double keying,99913,2,medium,53.26,Q289139,Q718,Q56391765,Q1012,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Naufrage des isles flottantes, ou Basiliade du célèbre Pilpai.","https://gallica.bnf.fr/ark:/12148/bpt6k15151669, https://gallica.bnf.fr/ark:/12148/bpt6k15151684",Bibliothèque national de France,"2017, 2017","Naufrage des isles flottantes, ou Basiliade du célèbre Pilpai",Étienne Gabriel Morelly,Messine,par une société de libraires,1753,"double keying by ""Jiangsu"", China",Julia Dudar,"La chronique de Roger-Pol Droit, à propos de ""La Vie sur la vie et les Ouvrages
de Pilpai"", de Tahli.",neutral,0.8711942434310913,1,1
133,133,Morliere_Royalisme,Charles Jacques Louis Auguste Rochette La Morlière,1719,1785,Le royalisme,M,1770,1770,heterodiegetic,historical,semi-automatic transcription,19402,1,short,70.56,Q3159898,Q524,Q123255432,Q1748,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le royalisme, ou mémoires de DuBarri de Saint Aunez et de Constance de                        Cézelli, sa femme",https://www.digitale-sammlungen.de/de/view/bsb10414089,Bayerische Staatsbibliothek,2009,"Le royalisme, ou mémoires de Du Barri de Saint Aunez et de Constance de                        Cézelli, sa femme",M. DE L....,Paris,Valade,1770,Münchener Digitalisierungszentrum,Johanna Konstanciak,"L'éditorial du ""Monde des livres"", à propos des ""Bons Patriotes nous sauront
presque gré de paraître sous vos auspices.",positive,0.6402407288551331,2,1
134,134,Mouhy_Opuscule,Charles de Fieux,1701,1784,Opuscule d'un célèbre auteur égyptien,M,1752,1752,mixed,historical,semi-automatic transcription,5316,1,short,52.35,Q2960572,Q721,Q123255433,Q1261,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Opuscule d'un célébre auteur egyptien . Contenant l'histoire d'Orphée,                        par laquelle on pourroit soupçonner qu'il est peu de femmes fideles",https://gallica.bnf.fr/ark:/12148/bpt6k9743521f,Bibliothèque national de France,2016,"Opuscule d'un célèbre auteur égyptien, contenant l'histoire d'Orphée par                        laquelle on pourroit soupçonner qu'il est peu de femmes fidèles",Charles de Fieux chevalier de Mouhy,Londres,unknown,1752,gallica,Johanna Konstanciak,"AVERTISSEMT. Un Manuscrit Egyptien que vous trouvât dans le Château une ancienne
Bibliothéque, qu'on n'avait peut-être pas visitée depuis plus de soixante ans,
parmi un tas de Livres rongés par la poussière il s'est rencontré.",negative,0.8699073791503906,0,1
135,135,Nerciat_Aphrodites,André Robert de Nerciat,1739,1800,Les Aphrodites,M,1764,1864,dialogue novel,modern,semi-automatic transcription,111267,1,long,93.16,Q718081,Q740,Q3230640,Q1081,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les Aphrodites ou Fragmens thali-priapiques, pour servir à l'histoire du                        plaisir",https://fr.wikisource.org/wiki/Les_Aphrodites,Wikisource,2019,"Les Aphrodites ou Fragmens thali-priapiques, pour servir à l'histoire du                        plaisir",Robert-André Andréa de Nerciat,unknown,Briard (Poulet-Malassis),1864,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","L'ordre, ou la fraternité des Aphrodites, aussi nommés Morosophes, se forma dès
la régence du fameux duc d'Orléans, tout ensemble homme d'État et homme de
plaisir.",neutral,0.8274104595184326,1,1
136,136,Nerciat_Doctorat,André Robert de Nerciat,1739,1800,Le Doctorat impromptu,M,1788,1866,autodiegetic,modern,semi-automatic transcription,15512,1,short,88.94,Q718081,Q740,Q3222382,Q2319,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Doctorat impromptu,https://fr.wikisource.org/wiki/Le_Doctorat_impromptu,Wikisource,2022,Le Doctorat impromptu,André Robert de Nerciat,Londres,Auguste Poulet-Malassis,1866,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","« Lettre d'Érosie à Juliette », qui a circulé, nous est parvenue, et c'est
d'après elle que nous avons tiré cette anecdote.",neutral,0.8308926820755005,1,1
137,137,Nerciat_Etourdi,André Robert de Nerciat,1739,1800,L'Étourdi,M,1784,1784,autodiegetic,modern,semi-automatic transcription,45516,1,short,84.50,Q718081,Q740,Q122945396,Q1064,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,L’Étourdi,"https://fr.wikisource.org/wiki/L%E2%80%99%C3%89tourdi,_1784",Wikisource,2019,L'Étourdi,"Anonyme, attribué à Donatien Alphonse François de Sade ou attribué à                        André-Robert Andréa de Nerciat ( ou attribué au chevalier de                        Neufville-Montador )",Lampsaque,unknown,1784,"Wikisource contributors: Cunegonde1, Alexis Jazz, Sapcal22",Amelie Probst,"Le feuilleton d'Eric Chevillard, à propos de "" Thémidore algébrique"", de Thomas
Sotinel.",neutral,0.8671243786811829,1,1
138,138,Nerciat_Felicia,André Robert de Nerciat,1739,1800,Félicia ou mes Fredaines,M,1775,1778,autodiegetic,modern,semi-automatic transcription,100571,1,long,75.37,Q718081,Q740,Q20725904,Q1046,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Félicia ou Mes Fredaines,https://fr.wikisource.org/wiki/F%C3%A9licia,Wikisource,2016,Félicia ou Mes Fredaines,André-Robert Andréa de Nerciat,Paris,Bibliothèque des curieux,1778,Wikisource contributors,Julia Dudar,"Voici, mon très cher ouvrage, ""Tout ce qui t'arrivera : Tu ne vaux rien, c'est
dommage : N'importe, on t'achètera. Plus d'une femme t'aura, jusqu'au bout avec
courage, Lira : La plus catin (c",negative,0.9269190430641174,0,1
139,139,Nerciat_Monrose,André Robert de Nerciat,1739,1800,Monrose ou le Libertin par fatalité,M,1792,1871,autodiegetic,modern,semi-automatic transcription,163436,4,long,92.34,Q718081,Q740,Q122944932,Q2471,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Monrose ou le Libertin par fatalité,https://fr.wikisource.org/wiki/Monrose_ou_le_Libertin_par_fatalit%C3%A9,Wikisource,2019,Monrose ou le Libertin par fatalité,André Robert de Nerciat,Bruxelles,Lécrivain et Briard,1871,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","Le premier livre de l'écrivain français, paru en 1997, paraît en français.",neutral,0.8537861704826355,1,1
140,140,Pertusier_Premiere,Charles Pertusier,1779,1836,Mes premières étourderies,M,1800,1800,epistolary,historical,semi-automatic transcription,51102,3,medium,00.117,Q49178006,Q768,Q123255435,Q1119,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Mes Premières Étourderies, Ou Quelques Chapitres De Ma Vie En Attendant                        Mieux.","https://www.digitale-sammlungen.de/de/view/bsb10923976, https://www.digitale-sammlungen.de/de/view/bsb10923977, https://www.digitale-sammlungen.de/de/view/bsb10923978",Bayerische Staatsbibliothek,"2013, 2013, 2013","Mes premières étourderies, ou quelques chapitres de ma vie en attendant                        mieux.",Charles Pertusier,Paris,Marchand,1800,Münchener Digitalisierungszentrum,Johanna Konstanciak," mes premières étours, ou que l'on soit d'accord pour dire que je te détaille
toutes mes folies, sans en omettre une seule, à compter du jour où nous nous
sommes quittés ; c'est-à-dire depuis un mois environ.",neutral,0.8260262608528137,1,1
141,141,PigaultLebrun_Adele,Pigault-Lebrun,1753,1835,Adèle et D'Abligny,M,1800,1800,heterodiegetic,historical,semi-automatic transcription,20215,1,short,00.119,Q3388279,Q777,Q123255436,Q1121,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Adéle et d'Abligny,https://www.digitale-sammlungen.de/de/view/bsb10095971,Bayerische Staatsbibliothek,2009,"Adèle et D'Abligny, par Pigault-Lebrun",Pigault-Lebrun,Paris,Barba,1800,Münchener Digitalisierungszentrum,Johanna Konstanciak,"SecondSIeur d'Alleville, lieutenantcolonel du régiment de Picardie, il se livra
aux plaisirs aimables, dont un officier français ne perd jamais le goût, même
dans un âge avancé.",neutral,0.5581250786781311,1,1
142,142,PigaultLebrun_Enfant,Pigault-Lebrun,1753,1835,L'enfant du carnaval,M,1792,1792,autodiegetic,modern,semi-automatic transcription,106589,1,long,96.50,Q3388279,Q777,Q123255439,Q2549,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,L'Enfant du carnaval,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/736/,The Intertextual Hub,unknown,L'enfant du carnaval,Pigault-Lebrun,unknown,unknown,1792,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","""L'Enfant du carnaval aux citoyens de Calais est du très petit nombre des villes
que n'ont point ensanglantées l'ambition, l'intérêt et les haines personnelles.""",negative,0.8504703044891357,0,1
143,143,PigaultLebrun_Kinglin,Pigault-Lebrun,1753,1835,"Monsieur de Kinglin, ou la prescience",M,1800,1823,heterodiegetic,historical,semi-automatic transcription,21942,1,short,00.122,Q3388279,Q777,Q123255438,Q1125,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Oeuvres complètes de Pigault-Lebrun. Tome 5,https://gallica.bnf.fr/ark:/12148/bpt6k5406165h,Bibliothèque national de France,2008,"Monsieur de Kinglin, ou la prescience.",Pigault-Lebrun,Paris,J.-N. Barba,1823,gallica,Johanna Konstanciak,"MonSIeur de KingLIN, ou la PREScience. D'où vient le passé, et se plaignant du
passé, qui laisse au moins des souvenirs.",neutral,0.7720441818237305,1,1
144,144,PigaultLebrun_Metusko,Pigault-Lebrun,1753,1835,"Métusko, ou les polonais",M,1800,1802,heterodiegetic,historical,semi-automatic transcription,19292,1,short,00.120,Q3388279,Q777,Q123255437,Q1123,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Métusko, ou Les Polonais; troisième nouvelle, par Pigault-Lebrun",https://www.google.de/books/edition/M%C3%A9tusko_ou_Les_Polonais_troisi%C3%A8me_nouv/Yk_ELfjh59IC,Google Books,2018,"Métusko, ou les polonais",Charles Antoine Guillaume Pigault-Lebrun,Paris,Barba,1802,google,Johanna Konstanciak,"Les Sarmates avaient perdu une partie de leurs coutumes barbares, qui avaient
rendu la moitié de l'univers connu méprisable aux anciens Romains.",negative,0.929655909538269,0,1
145,145,Popeliniere_Daira,Alexandre Le Riche de La Poupelinière,1693,1762,Daïra. Histoire orientale,M,1760,1761,autodiegetic,historical,double keying,45355,2,short,60.21,Q2720200,Q526,Q123001191,Q1023,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Daïra, histoire orientale en quatre parties","https://gallica.bnf.fr/ark:/12148/bpt6k1056860f, https://gallica.bnf.fr/ark:/12148/bpt6k6347529d",Bibliothèque national de France,"2014, 2012","Daïra, histoire orientale en quatre parties",Alexandre Jean Joseph Le Riche de La Popelinière,Paris,impr. de C.-F. Simon,1761,"double keying by ""Jiangsu"", China",Julia Dudar,"A l'occasion de la Journée internationale des droits de l'homme, l'écrivain et
dramaturge évoque, dans une tribune au ""Monde"", l'histoire d'une femme condamnée
à la prison à perpétuité.",negative,0.8733901977539062,0,1
146,146,Prevost_Monde,Antoine François Prévost,1697,1763,"Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain",M,1760,1766,autodiegetic,modern,semi-automatic transcription,148061,1,long,60.28,Q311480,Q798,Q123255440,Q1413,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Monde moral ou Mémoires pour servir à l'histoire du cœur humain,https://www.frantext.fr/,Frantext,unknown,"Le monde moral,: ou mémoires pour servir à l'histoire du cœur humain",Antoine François Prévost,unknown,unknown,1766,frantext,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de "" Cyrano s'est promené dans le
monde, qui passe pour impénétrable!""",negative,0.8444863557815552,0,1
147,147,Puget_Periphas,Puget de Saint-Pierre,unknown,unknown,"Les aventures de Periphas, descendant de Cécrops",M,1761,1761,heterodiegetic,historical,double keying,64544,2,medium,61.17,0,Q799,Q123360246,Q1024,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les aventures de Periphas, descendant de Cécrops.","https://gallica.bnf.fr/ark:/12148/bpt6k821789, https://gallica.bnf.fr/ark:/12148/bpt6k82179n",Bibliothèque national de France,"2007, 2007","Les aventures de Periphas, descendant de Cécrops",Puget de Saint-Pierre,"Amsterdam, Paris","Dufour, Cuissart",1761,"double keying by ""Jiangsu"", China",Julia Dudar,"Les aVENTURES DE PERIPHAS. L'auteur de ""L'Epoque"" nous fait partager son pays
d'origine, la Grèce d'adoption.",neutral,0.861257016658783,1,1
148,148,Puttelange_Roi,Jean Vesque de Puttelange,1760,1829,Le Roi Guiot,M,1791,1791,heterodiegetic,modern,semi-automatic transcription,25627,1,short,91.44,Q22020535,Q965,Q123360248,Q1080,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le Roi Guiot, histoire nouvelle, etc.",https://books.google.de/books?id=8_peAAAAcAAJ,Google Books,2014,"Le Roi Guiot, histoire nouvelle",Jean Vesque de Puttelange,unknown,unknown,1791,googlebooks,Amelie Probst,"L'an du monde quatre cent soixante-neuf mille neuf cent quatre-vingt-quatre,
sept jours, sept heures, trois secondes, trois minutes et trois secondes.",neutral,0.8418907523155212,1,1
149,149,Quesne_Folies,Jacques Salbigoton Quesné,1778,1859,Les folies d'un conscrit,M,1800,1799,autodiegetic,historical,semi-automatic transcription,43994,2,short,00.127,Q3159956,Q804,Q123255441,Q1128,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2021,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les Folies d'un conscrit, par J. S. Quesné.","https://gallica.bnf.fr/ark:/12148/bpt6k6139779v, https://gallica.bnf.fr/ark:/12148/bpt6k5620555p",Bibliothèque national de France,"2010, 2009","Les folies d'un conscrit, par J.-S. Quesné",Jacques Salbigoton Quesné,Paris,Tigier,1799,gallica,Johanna Konstanciak,"A L.-R. jourD. JourD.AIN. Aujourd'hui, mon ami, je t'offre le mien, non pour
mendier ta protection, car tu n'as guère plus de crédit que moi, ni pour flatter
ton ambition"".",positive,0.4843232333660126,2,1
150,150,Retif_AntiJustine,Nicolas-Edme Rétif,1734,1806,L'Anti-Justine,M,1798,1798,autodiegetic,modern,semi-automatic transcription,57067,1,medium,98.84,Q732729,Q850,Q3202134,Q1093,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,L’Anti-Justine,https://fr.wikisource.org/wiki/L%E2%80%99Anti-Justine,Wikisource,2021,L'Anti-Justine,M. Linguet (Nicolas Edme Restif de La Bretonne),Palais-Roial,Girouard,1798,Wikisource contributors,Pia Geißel,"« La Matinale du Monde » publie tous les dimanches le strip « Leumonde.fr »,
d'Antoine Marchalot",neutral,0.8625788688659668,1,1
151,151,Retif_Paysan,Nicolas-Edme Rétif,1734,1806,Le Paysan perverti ou les Dangers de la ville,M,1776,1776,epistolary,modern,semi-automatic transcription,227447,4,long,76.44,Q732729,Q850,Q123255442,Q1918,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Paysan perverti ou les Dangers de la ville,https://www.frantext.fr/,Frantext,unknown,Le Paysan perverti ou les Dangers de la ville,Nicolas Rétif de la Bretonne,unknown,unknown,1776,frantext,Johanna Konstanciak,"Notre pays n'a pas besoin d'être gouverné par des hommes d'affaires, pas plus
que par les puissants.",neutral,0.43020087480545044,1,1
152,152,Retif_Paysanne,Nicolas-Edme Rétif,1734,1806,La paysanne pervertie ou Les dangers de la ville,M,1784,1784,epistolary,modern,semi-automatic transcription,199466,1,long,84.58,Q732729,Q850,Q123255443,Q1065,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,La paysanne pervertie ou Les dangers de la ville,https://www.ebooksgratuits.com/details.php?book=959,Ebooks Libres & Gratuits,2005,La paysanne pervertie ou Les dangers de la ville,Nicolas-Edme Rétif de la Bretonne,"La Haie, Paris",Veuve Duchesne,1784,Ebooks libres et gratuits contributors,Pia Geißel,"LETTRE DE SAN FRANCISCOCO L'HISTOIRE D'UNE FAMILLE FRANÇAISE QUI REVIENT DE
MONDIR",neutral,0.7649350166320801,1,1
153,153,Retif_Sara,Nicolas-Edme Rétif,1734,1806,Histoire de Sara,M,1796,1883,mixed,modern,semi-automatic transcription,65630,1,medium,83.48,Q732729,Q850,Q3321423,Q2105,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Monsieur Nicolas, t. 12., Histoire de Sara",https://www.frantext.fr/,Frantext,unknown,Histoire de Sara,Nicolas Rétif de la Bretonne,Paris,unknown,1883,frantext,Johanna Konstanciak,"L'écrivain a reçu le prix Goncourt pour son roman, ""Une femme à l'envers"", en
2011.",neutral,0.8117665648460388,1,1
154,154,Retif_Vie,Nicolas-Edme Rétif,1734,1806,La Vie de mon père,M,1779,1983,heterodiegetic,modern,semi-automatic transcription,57823,1,medium,79.31,Q732729,Q850,Q3213622,Q2000,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,La Vie de mon père,https://www.frantext.fr/,Frantext,unknown,La Vie de mon père,Nicolas Rétif de la Bretonne,Paris,unknown,1983,frantext,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de ""L'Epoque"", d'Edme.",neutral,0.8650165796279907,1,1
155,155,Reveroni_Pauliska,Jacques-Antoine de Révérony Saint-Cyr,1767,1829,Pauliska ou la Perversité moderne,M,1798,1798,autodiegetic,modern,semi-automatic transcription,64951,1,medium,98.85,Q3157878,Q852,Q3372783,Q1094,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Pauliska, ou la Perversité moderne (1798-1799) mémoires récents d’une                        Polonaise","https://fr.wikisource.org/wiki/Pauliska,_ou_la_Perversit%C3%A9_moderne",Wikisource,2020,"Pauliska, ou la Perversité moderne",Jacques-Antoine de Révéroni Saint-Cyr,Paris,Lemierre,1798,Wikisource contributors,Julia Dudar,"La Comtesse Pauliska, réfugiée Polonaise, célèbre par sa beauté et ses malheurs.
Quelques fragments qu'elle me lut de ses mémoires piquèrent vivement sa
curiosité : je la pressai de les publier.",negative,0.45126163959503174,0,1
156,156,Riccoboni_Ernestine,Marie Jeanne Riccoboni,1713,1792,Histoire d'Ernestine,F,1765,1818,heterodiegetic,modern,semi-automatic transcription,18417,1,short,65.40,Q3087936,Q823,Q120552696,Q3983,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes, Tome I, Histoire d’Ernestine",https://fr.wikisource.org/wiki/Histoire_d%E2%80%99Ernestine,Wikisource,2022,Histoire d'Ernestine,Marie Jeanne Riccoboni,Paris,"Foucault, Libraire",1818,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak",L'histoire vraie d'une femme qui se bat pour que l'on lui reste un fils.,positive,0.8309720754623413,2,2
157,157,Riccoboni_Histoire,Marie Jeanne Riccoboni,1713,1792,Histoire du marquis de Cressy,F,1758,1814,heterodiegetic,modern,semi-automatic transcription,25983,1,short,58.17,Q3087936,Q823,Q123255445,Q1018,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Histoire du marquis de Cressy,https://www.frantext.fr/,Frantext,unknown,Histoire du marquis de Cressy,Marie-Jeanne Riccoboni,Paris,unknown,1814,frantext,Johanna Konstanciak,"Le marquis de Cressy, ayant glorieusement terminé la guerre d'Espagne, revint à
la cour, suivi d'une brillante jeunesse; victorieuse sous ses étendards, elle
partageait avec lui l'honneur de ses triomphes.",positive,0.7030550241470337,2,2
158,158,Riccoboni_LettreJuliette,Marie Jeanne Riccoboni,1713,1792,Lettre de Milady Juliette Catesby à Milady Henriette Campley,F,1759,1759,epistolary,modern,semi-automatic transcription,33224,1,short,59.22,Q3087936,Q823,Q123255446,Q1021,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Lettre de Milady Juliette Catesby à Milady Henriette Campley,https://www.frantext.fr/,Frantext,unknown,Lettre de Milady Juliette Catesby à Milady Henriette Campley,Marie-Jeanne Riccoboni,"Amsterdam, Paris",unknown,1759,frantext,Johanna Konstanciak,"LETTRE DE SAN FRANCISCOCO. La lettre de l'écrivaine américaine, morte mardi à
l'âge de 84 ans, est une hâte qui lui permet d'arriver là où elle se trouve.",positive,0.6394572854042053,2,2
159,159,Riccoboni_LettresAdelaide,Marie Jeanne Riccoboni,1713,1792,"Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de Nancé, son ami",F,1767,1818,epistolary,modern,semi-automatic transcription,49413,1,short,67.44,Q3087936,Q823,Q123255448,Q1034,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes, t. 4., Lettres d'Adelaïde de Dammartin, comtesse de                        Sancerre, à M. le Comte de Nancé, son ami",https://www.frantext.fr/,Frantext,unknown,"Lettres d'Adelaïde de Dammartin, comtesse de Sancerre, à M. le Comte de                        Nancé, son ami",Marie-Jeanne Riccoboni,Paris,unknown,1818,frantext,Johanna Konstanciak,"LETTRE DE SAN FRANCISCO. Le comte De Piennes, le comte De Montalais est enfin
rendu à ses amis, qui souhaitaient passionnément son retour.",positive,0.8304400444030762,2,2
160,160,Riccoboni_LettresFanni,Marie Jeanne Riccoboni,1713,1792,Lettres de Fanni Butler à Milord Charles Alfred de Caitombridge,F,1757,1757,epistolary,modern,semi-automatic transcription,32030,1,short,57.12,Q3087936,Q823,Q123255444,Q1016,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Collection complète des Œuvres, t. 1., Lettres de Fanni Butler à Milord                        Charles Alfred de Caitombridge",https://www.frantext.fr/,Frantext,unknown,Lettres de Fanni Butler à Milord Charles Alfred de Caitombridge,Marie-Jeanne Riccoboni,Neuchatel,unknown,1757,frantext,Johanna Konstanciak,"""Je n'ai rien à dire au public, si je l'ennuie, j'aurai fait ce que mille autres
font tous les jours.""",negative,0.8532639145851135,0,2
161,161,Riccoboni_MissJenny,Marie Jeanne Riccoboni,1713,1792,Histoire de Miss Jenny,F,1764,1818,autodiegetic,historical,semi-automatic transcription,94500,1,medium,64.39,Q3087936,Q823,Q123255447,Q1029,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes, t. 1., Histoire de Miss Jenny, écrite et envoyée par                        elle à Miladi, comtesse de Roscomond",https://www.frantext.fr/,Frantext,unknown,"Histoire de Miss Jenny, écrite et envoyée par elle à Miladi, comtesse de                        Roscomond",Marie-Jeanne Riccoboni,unknown,unknown,1818,frantext,Johanna Konstanciak,"Un lord riche, puissant, estimé, revêtu de plusieurs dignités, me recherche avec
empressement; il est jeune encore; on le trouve aimable; il m'aime depuis long-
temps.",positive,0.8234342336654663,2,2
